laptop_ID,Company,TypeName,Inches,DisplayType,ResolutionWidth,ResolutionHeight,CpuBrand,CpuType,CpuClockSpeed_GHz,Ram,Ram_GB,Memory,PrimaryMemory,SecondaryMemory,MemorySize_GB,Gpu,Gpu_Brand,OpSys,Weight_kg,Price_euros
473,Acer,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,500GB HDD,HDD,None,500.0,Nvidia GeForce GTX 940MX,Nvidia,Windows 10,2.2,469.0
474,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,2TB HDD,HDD,None,2000.0,AMD Radeon 530,AMD,Windows 10,2.02,759.0
475,HP,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,12GB,12,1TB HDD,HDD,None,1000.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,3.78,1699.0
476,Lenovo,Ultrabook,14.0,IPS Panel Quad HD+,2560,1440,Intel,Core i7,2.6,12GB,12,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.4,1858.0
477,HP,2 in 1 Convertible,13.3,IPS Panel 4K Ultra HD / Touchscreen,3840,2160,Intel,Core i7,1.8,8GB,8,512GB SSD,SSD,None,512.0,Intel UHD Graphics 620,Intel,Windows 10,1.29,1999.0
478,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,500GB HDD,HDD,None,500.0,AMD FirePro W4190M ,AMD,Windows 10,1.9,1154.0
479,Google,Ultrabook,12.3,Touchscreen,2400,1600,Intel,Core i5,1.2,8GB,8,128GB SSD,SSD,None,128.0,Intel HD Graphics 615,Intel,Chrome OS,1.1,1275.0
480,Dell,Ultrabook,13.3,Full HD / Touchscreen,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,1.42,1841.85
481,Asus,Notebook,15.6,IPS Panel 4K Ultra HD,3840,2160,Intel,Core i7,2.6,12GB,12,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Intel HD Graphics 530,Intel,Windows 10,2.06,1299.0
482,Dell,Notebook,14.0,,1366,768,Intel,Core i3,2.3,8GB,8,128GB SSD,SSD,None,128.0,Intel HD Graphics 520,Intel,Windows 10,1.79,740.0
483,Dell,Workstation,15.6,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,256GB SSD,SSD,None,256.0,Nvidia Quadro M1200,Nvidia,Windows 10,1.78,2408.0
484,Lenovo,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,180GB SSD,SSD,None,180.0,Intel HD Graphics 620,Intel,Windows 10,1.7,1364.0
485,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,1TB HDD,HDD,None,1000.0,AMD Radeon 520,AMD,Windows 10,2.2,675.0
486,Toshiba,Notebook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.05,1672.0
487,Dell,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,512GB SSD,SSD,None,512.0,Nvidia GeForce 940MX,Nvidia,Windows 10,2.16,1262.0
488,Dell,Notebook,15.6,,1366,768,Intel,Core i3,2.4,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,2.18,586.6
489,HP,Notebook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i5,1.6,4GB,4,128GB SSD,SSD,None,128.0,Intel UHD Graphics 620,Intel,Windows 10,1.49,726.0
490,Chuwi,Notebook,15.6,Full HD,1920,1080,Intel,Atom,1.44,4GB,4,64GB Flash Storage,FlashStorage,None,64.0,Intel HD Graphics,Intel,Windows 10,1.89,248.9
491,Lenovo,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 520,Intel,Windows 10,2.3,565.0
492,Lenovo,Notebook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,1.75,1049.0
493,Dell,Workstation,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,16GB,16,512GB SSD,SSD,None,512.0,Nvidia Quadro M620,Nvidia,Windows 10,2.17,2338.0
494,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,512GB SSD,SSD,None,512.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.06,1899.0
495,Lenovo,Ultrabook,12.5,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,16GB,16,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.36,1798.0
496,Asus,Ultrabook,12.5,Full HD,1920,1080,Intel,Core i7,2.7,16GB,16,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,0.91,1950.0
497,Lenovo,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce 940MX,Nvidia,Windows 10,2.3,1011.99
498,Toshiba,Ultrabook,13.3,Full HD / Touchscreen,1920,1080,Intel,Core i7,2.7,32GB,32,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.05,2799.0
499,Asus,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,1.99,1350.0
500,Acer,Notebook,15.6,,1366,768,AMD,A10,2.5,8GB,8,1TB HDD,HDD,None,1000.0,AMD Radeon RX 540,AMD,Windows 10,2.2,579.0
501,Asus,Gaming,17.3,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,2.6,24GB,24,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 965M,Nvidia,Windows 10,4.33,1269.0
502,Lenovo,Ultrabook,12.5,IPS Panel,1366,768,Intel,Core i5,2.3,8GB,8,180GB SSD,SSD,None,180.0,Intel HD Graphics 520,Intel,Windows 10,1.3,1099.0
503,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,1.8,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,2.17,898.9
504,HP,Notebook,14.0,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,1TB SSD,SSD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,1.48,1749.0
505,Lenovo,Notebook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i3,2.4,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.4,949.0
506,Lenovo,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,2.3,911.0
507,Asus,Netbook,11.6,,1366,768,Intel,Celeron,1.1,4GB,4,64GB Flash Storage,FlashStorage,None,64.0,Intel HD Graphics 500,Intel,Windows 10 S,1.2,340.0
508,HP,Notebook,15.6,,1366,768,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,AMD Radeon 520,AMD,Windows 10,1.91,618.99
509,Lenovo,2 in 1 Convertible,13.9,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,1.4,1599.0
510,Lenovo,Notebook,14.0,,1366,768,Intel,Celeron,1.1,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 500,Intel,Windows 10,2.1,299.0
511,Lenovo,Netbook,11.6,,1366,768,Intel,Celeron,1.6,4GB,4,16GB SSD,SSD,None,16.0,Intel HD Graphics 400,Intel,Chrome OS,1.25,265.0
512,Lenovo,Notebook,13.3,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.44,949.0
513,Asus,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Intel HD Graphics 620,Intel,Windows 10,2.0,1224.0
514,Acer,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,1.6,4GB,4,1TB HDD,HDD,None,1000.0,Nvidia GeForce MX150,Nvidia,Windows 10,2.2,613.0
515,HP,Ultrabook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.34,1323.0
516,Lenovo,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1060,Nvidia,No OS,2.4,1149.0
517,Dell,Ultrabook,13.3,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i5,2.5,8GB,8,128GB SSD,SSD,None,128.0,Intel HD Graphics 620,Intel,Windows 10,1.29,899.0
518,Acer,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,4GB,4,500GB HDD,HDD,None,500.0,Nvidia GeForce 940MX,Nvidia,Windows 10,2.2,639.0
519,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,2.18,836.0
520,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,1.8,16GB,16,256GB SSD +  2TB HDD,SSD,HDD,2256.0,AMD Radeon 530,AMD,Windows 10,2.2,1219.24
521,Xiaomi,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,1.8,16GB,16,256GB SSD,SSD,None,256.0,Nvidia GeForce MX150,Nvidia,No OS,1.95,1399.95
522,Asus,Netbook,11.6,,1366,768,Intel,Celeron,1.1,2GB,2,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics 500,Intel,Windows 10,1.1,245.0
523,HP,Notebook,15.6,Touchscreen,1366,768,Intel,Core i5,1.6,4GB,4,1TB HDD,HDD,None,1000.0,Intel UHD Graphics 620,Intel,Windows 10,2.04,521.47
524,Asus,Gaming,15.6,Full HD,1920,1080,Intel,Core i7,2.8,24GB,24,512GB SSD,SSD,None,512.0,Nvidia GeForce GTX1080,Nvidia,Windows 10,2.24,2968.0
525,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce 930MX,Nvidia,Windows 10,2.04,889.0
526,Asus,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX1050 Ti,Nvidia,Windows 10,3.0,1504.0
527,Lenovo,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,3.2,1399.0
528,HP,Ultrabook,13.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.32,1399.0
529,Dell,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.6,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.64,1279.73
530,HP,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 520,Intel,Windows 10,1.63,689.0
531,Dell,Notebook,17.3,IPS Panel Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,AMD Radeon 530,AMD,Linux,2.8,889.0
532,Lenovo,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.3,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 7,2.02,1340.0
533,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,4GB,4,1TB HDD,HDD,None,1000.0,Nvidia GeForce 920MX,Nvidia,Windows 10,2.2,799.0
534,Lenovo,Notebook,15.6,,1366,768,Intel,Core i3,2.0,8GB,8,2TB HDD,HDD,None,2000.0,Nvidia GeForce 920MX ,Nvidia,No OS,2.2,459.0
535,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,4GB,4,500GB HDD,HDD,None,500.0,AMD Radeon R5 M430,AMD,Windows 10,2.3,585.0
536,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.8,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.9,1377.0
537,Dell,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1070,Nvidia,Windows 10,4.42,3012.77
538,Toshiba,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,2.0,860.0
539,Asus,Notebook,15.6,IPS Panel 4K Ultra HD,3840,2160,Intel,Core i7,2.7,8GB,8,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 960M,Nvidia,Windows 10,2.0,1299.0
540,Mediacom,Notebook,13.3,IPS Panel Full HD,1920,1080,Intel,Celeron,1.1,4GB,4,32GB SSD,SSD,None,32.0,Intel HD Graphics 500,Intel,Windows 10,1.2,369.0
541,Asus,Gaming,15.6,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,2.3,1649.0
542,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce 930MX,Nvidia,Windows 10,1.93,1369.0
543,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,1.6,8GB,8,256GB SSD,SSD,None,256.0,AMD Radeon 530,AMD,Windows 10,2.2,797.41
544,HP,Notebook,15.6,Full HD,1920,1080,Intel,Pentium,1.6,4GB,4,256GB SSD,SSD,None,256.0,Intel HD Graphics 405,Intel,Windows 10,1.86,398.99
545,HP,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.8,12GB,12,1TB HDD,HDD,None,1000.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,2.62,1799.0
546,Lenovo,Notebook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Nvidia GeForce 940MX,Nvidia,Windows 10,1.87,859.0
547,Dell,Ultrabook,13.3,Quad HD+ / Touchscreen,3200,1800,Intel,Core i7,1.8,8GB,8,256GB SSD,SSD,None,256.0,Intel UHD Graphics 620,Intel,Windows 10,1.2,1399.0
548,Dell,Notebook,14.0,Full HD,1920,1080,Intel,Core i3,2.0,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 520,Intel,Windows 10,1.6,735.87
549,HP,Ultrabook,13.3,IPS Panel Quad HD+,3200,1800,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.34,1145.0
550,Acer,Gaming,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce GTX 1050,Nvidia,Linux,2.4,798.0
551,Asus,Notebook,15.6,,1366,768,AMD,E-Series,1.8,4GB,4,500GB HDD,HDD,None,500.0,AMD Radeon R2 Graphics,AMD,Windows 10,2.0,349.0
552,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i3,2.4,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 620,Intel,Windows 10,2.1,705.5
553,Lenovo,Notebook,14.0,Full HD,1920,1080,Intel,Core i5,2.5,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,1.87,785.0
554,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.3,4GB,4,1TB HDD,HDD,None,1000.0,Intel HD Graphics 520,Intel,No OS,2.15,462.35
555,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i3,2.0,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,Windows 10,1.86,397.0
556,Lenovo,Notebook,15.6,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.99,1729.0
557,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i3,2.0,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 520,Intel,Windows 10,2.2,499.0
558,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.9,1116.99
559,Dell,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1070,Nvidia,Windows 10,4.42,2699.0
560,HP,Notebook,17.3,,1600,900,Intel,Core i3,2.0,8GB,8,1TB HDD,HDD,None,1000.0,Intel HD Graphics 520,Intel,Windows 10,2.65,544.15
561,HP,Notebook,17.3,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,1TB HDD,HDD,None,1000.0,Nvidia GeForce 930MX,Nvidia,Windows 10,2.63,1280.0
562,Asus,Notebook,15.6,,1366,768,Intel,Celeron,1.1,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 500,Intel,Linux,2.0,224.0
563,Mediacom,Notebook,13.3,IPS Panel Full HD,1920,1080,Intel,Atom,1.44,4GB,4,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics,Intel,Windows 10,1.35,255.0
564,Lenovo,Notebook,17.3,,1600,900,Intel,Core i7,2.7,6GB,6,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce 940MX,Nvidia,Windows 10,2.8,949.0
565,HP,Notebook,15.6,IPS Panel Full HD,1920,1080,AMD,A10,2.5,6GB,6,128GB SSD,SSD,None,128.0,AMD Radeon 530,AMD,Windows 10,1.91,568.9
566,Dell,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,1TB HDD,HDD,None,1000.0,AMD Radeon R5 M420,AMD,Windows 10,2.18,617.9
567,Acer,2 in 1 Convertible,11.6,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Celeron,2.0,4GB,4,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics 500,Intel,Windows 10,1.25,349.0
568,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i3,2.7,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 620,Intel,Windows 10,2.05,630.0
569,HP,Ultrabook,13.3,IPS Panel Quad HD+ / Touchscreen,3200,1800,Intel,Core M,1.2,16GB,16,512GB SSD,SSD,None,512.0,Intel HD Graphics 515,Intel,Windows 10,1.16,1965.0
570,Lenovo,Notebook,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,8GB,8,256GB SSD,SSD,None,256.0,Nvidia Quadro M620M,Nvidia,Windows 10,3.4,2999.0
571,Asus,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.5,839.0
572,Dell,Ultrabook,13.3,IPS Panel 4K Ultra HD / Touchscreen,3840,2160,Intel,Core i5,1.6,8GB,8,128GB SSD,SSD,None,128.0,Intel UHD Graphics 620,Intel,Windows 10,1.21,1599.0
573,Dell,Notebook,15.6,,1366,768,Intel,Core i5,2.6,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,1.93,959.0
574,Fujitsu,Notebook,15.6,,1366,768,Intel,Core i5,2.5,8GB,8,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,2.2,739.0
575,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Pentium,1.1,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 505,Intel,Windows 10,2.2,344.0
576,Lenovo,Notebook,14.0,,1366,768,Intel,Core i5,2.5,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,2.02,990.0
577,HP,Workstation,17.3,,1600,900,Intel,Core i5,2.8,8GB,8,500GB HDD,HDD,None,500.0,Nvidia Quadro M1200,Nvidia,Windows 10,3.14,1860.99
578,HP,Notebook,14.0,,1366,768,Intel,Pentium,1.6,8GB,8,2TB HDD,HDD,None,2000.0,Intel HD Graphics 405,Intel,Windows 10,1.94,389.0
579,HP,Notebook,15.6,IPS Panel Full HD,1920,1080,AMD,A9,3.0,6GB,6,256GB SSD,SSD,None,256.0,AMD Radeon 530,AMD,Windows 10,1.95,649.0
580,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,2.3,830.0
581,Lenovo,Notebook,15.6,Full HD,1920,1080,Intel,Core i5,1.6,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,2.05,685.0
582,Mediacom,Notebook,14.0,Full HD,1920,1080,Intel,Atom,1.44,4GB,4,32GB SSD,SSD,None,32.0,Intel HD Graphics,Intel,Windows 10,1.4,249.0
583,Toshiba,Ultrabook,14.0,Full HD / Touchscreen,1920,1080,Intel,Core i7,2.7,16GB,16,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.24,1865.0
584,Lenovo,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.7,32GB,32,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1070,Nvidia,Windows 10,4.6,2663.0
585,MSI,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.9,16GB,16,512GB SSD +  1TB HDD,SSD,HDD,1512.0,Nvidia GeForce GTX 1070,Nvidia,Windows 10,4.14,2729.0
586,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,AMD Radeon R5 M430,AMD,Linux,2.2,749.01
587,Mediacom,Notebook,14.0,IPS Panel Full HD,1920,1080,Intel,Celeron,1.1,4GB,4,32GB SSD,SSD,None,32.0,Intel HD Graphics 500,Intel,Windows 10,1.45,389.0
588,Dell,Notebook,15.6,,1366,768,Intel,Core i5,2.6,8GB,8,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,1.9,1008.52
589,HP,Notebook,13.3,Full HD,1920,1080,Intel,Core i3,2.4,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 620,Intel,Windows 10,1.49,719.0
590,Dell,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD,SSD,None,256.0,Nvidia GeForce 930MX,Nvidia,Windows 10,1.93,1537.39
591,Dell,Netbook,11.6,,1366,768,Intel,Celeron,1.6,4GB,4,16GB Flash Storage,FlashStorage,None,16.0,Intel HD Graphics 400,Intel,Chrome OS,1.26,295.0
592,MSI,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.7,16GB,16,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 980M,Nvidia,Windows 10,4.5,2349.0
593,HP,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,256GB SSD +  1TB HDD,SSD,HDD,1256.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,3.78,1498.0
594,Lenovo,Ultrabook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i7,2.6,12GB,12,256GB SSD,SSD,None,256.0,Intel HD Graphics 520,Intel,Windows 10,1.4,1673.0
595,Lenovo,Notebook,15.6,Touchscreen,1366,768,Intel,Core i7,1.8,12GB,12,1TB HDD,HDD,None,1000.0,Intel HD Graphics 620,Intel,Windows 10,2.2,609.0
596,Asus,Gaming,17.3,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1060,Nvidia,Windows 10,2.73,1770.0
597,Asus,2 in 1 Convertible,15.6,Touchscreen,1366,768,Intel,Core i5,2.5,8GB,8,1TB HDD,HDD,None,1000.0,Intel HD Graphics 520,Intel,Windows 10,2.2,739.0
598,Lenovo,Notebook,15.6,Full HD,1920,1080,AMD,A12,3.6,12GB,12,512GB SSD,SSD,None,512.0,AMD Radeon 530,AMD,Windows 10,2.2,949.0
599,Dell,2 in 1 Convertible,11.6,Touchscreen,1366,768,Intel,Core M,1.0,4GB,4,128GB SSD,SSD,None,128.0,Intel HD Graphics 615,Intel,Windows 10,1.39,603.0
600,Samsung,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.8,16GB,16,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 1050,Nvidia,Windows 10,2.5,1699.0
601,Lenovo,Notebook,17.3,Full HD,1920,1080,Intel,Core i3,2.0,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 520,Intel,No OS,2.8,529.0
602,Lenovo,Notebook,15.6,,1366,768,Intel,Core i3,2.3,8GB,8,1TB HDD,HDD,None,1000.0,Intel HD Graphics 520,Intel,Windows 10,2.29,459.0
603,Lenovo,2 in 1 Convertible,13.3,IPS Panel Full HD / Touchscreen,1920,1080,Intel,Core i7,2.7,8GB,8,512GB SSD,SSD,None,512.0,Intel HD Graphics 620,Intel,Windows 10,1.37,2025.0
604,Lenovo,Notebook,14.0,IPS Panel Full HD,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 630,Intel,Windows 10,1.7,1474.0
605,Dell,2 in 1 Convertible,12.5,Full HD / Touchscreen,1920,1080,Intel,Core i5,2.5,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.34,1670.0
606,Dell,Workstation,15.6,Full HD / Touchscreen,1920,1080,Intel,Core i7,2.8,8GB,8,256GB SSD,SSD,None,256.0,Nvidia Quadro M620,Nvidia,Windows 10,2.06,1763.0
607,HP,Notebook,15.6,Full HD,1920,1080,Intel,Core i7,2.7,8GB,8,256GB SSD,SSD,None,256.0,Intel HD Graphics 620,Intel,Windows 10,1.84,1219.0
608,HP,Notebook,15.6,,1366,768,Intel,Core i3,2.4,4GB,4,500GB HDD,HDD,None,500.0,Intel HD Graphics 620,Intel,Windows 10,2.1,668.48
609,Acer,Notebook,14.0,Full HD,1920,1080,Intel,Celeron,1.1,4GB,4,32GB Flash Storage,FlashStorage,None,32.0,Intel HD Graphics 500,Intel,Windows 10,1.6,329.0
610,MSI,Gaming,17.3,Full HD,1920,1080,Intel,Core i7,2.7,16GB,16,128GB SSD +  1TB HDD,SSD,HDD,1128.0,Nvidia GeForce GTX 970M,Nvidia,Windows 10,4.14,2199.0
611,Dell,Notebook,15.6,,1366,768,Intel,Core i3,2.0,4GB,4,1TB HDD,HDD,None,1000.0,AMD Radeon R5 M420,AMD,Linux,2.18,465.0
